investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002555,2024-05-18,119093,SIP,434,Gujarat,Ahmedabad,T30,36-45,Male,24.5,Cheque,PENDING
INV002303,2024-05-19,119093,REDEMPTION,137559,Rajasthan,Udaipur,B30,26-35,Male,12.5,Net Banking,PENDING
INV000461,2024-05-19,148567,SIP,45981,Punjab,Chandigarh,T30,36-45,Male,26.9,Cheque,PENDING
INV004926,2024-05-19,100033,REDEMPTION,383465,Karnataka,Mysore,B30,36-45,Male,45.3,Cheque,PENDING
INV003566,2024-05-19,119094,LUMPSUM,255994,Tamil Nadu,Coimbatore,B30,26-35,Male,8.7,Net Banking,PENDING
INV003058,2024-05-19,118634,SIP,9004,Karnataka,Mysore,B30,36-45,Male,46.2,Net Banking,PENDING
INV000028,2024-05-20,119094,SIP,8402,Gujarat,Surat,T30,18-25,Female,6.1,UPI,PENDING
INV000375,2024-05-20,120843,LUMPSUM,268483,Rajasthan,Jaipur,T30,36-45,Male,18.1,Mandate,PENDING
INV004967,2024-05-20,120843,SIP,1704,Telangana,Hyderabad,T30,26-35,Male,14.3,Net Banking,PENDING
INV001214,2024-05-20,119092,LUMPSUM,86214,Telangana,Hyderabad,T30,36-45,Male,19.8,UPI,PENDING
INV000265,2024-05-20,118634,SIP,460,Madhya Pradesh,Bhopal,B30,36-45,Male,14.1,Mandate,PENDING
INV001663,2024-05-20,119551,SIP,1973,Gujarat,Surat,T30,36-45,Female,29.2,Net Banking,PENDING
INV000946,2024-05-20,120503,LUMPSUM,214625,Karnataka,Bangalore,T30,46-55,Female,37.3,UPI,PENDING
INV004910,2024-05-21,101207,SIP,2770,Karnataka,Mysore,B30,26-35,Female,22.7,Cheque,PENDING
INV004692,2024-05-21,119095,LUMPSUM,492047,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,PENDING
INV003666,2024-05-21,148567,REDEMPTION,245498,Gujarat,Surat,T30,18-25,Male,4.3,Cheque,PENDING
INV001377,2024-05-21,120505,SIP,4387,Maharashtra,Mumbai,T30,56+,Female,64.7,Cheque,PENDING
INV001729,2024-05-21,120843,LUMPSUM,28427,Uttar Pradesh,Kanpur,B30,18-25,Male,4.1,Cheque,PENDING
INV003278,2024-05-21,120842,LUMPSUM,437128,Madhya Pradesh,Bhopal,B30,26-35,Male,7.3,Net Banking,PENDING
INV004425,2024-05-21,100033,SIP,2947,Haryana,Faridabad,B30,26-35,Female,18.6,Mandate,PENDING
INV002536,2024-05-21,118634,REDEMPTION,124206,West Bengal,Kolkata,T30,26-35,Male,11.9,UPI,PENDING
INV001299,2024-05-22,100016,SIP,2441,Haryana,Faridabad,B30,26-35,Male,19.9,UPI,PENDING
INV002661,2024-05-22,119094,SIP,411,West Bengal,Kolkata,T30,36-45,Male,21.6,Mandate,PENDING
INV002367,2024-05-22,125497,SIP,1861,Telangana,Hyderabad,T30,26-35,Male,13.9,Cheque,PENDING
INV004202,2024-05-22,119094,SIP,7504,West Bengal,Kolkata,T30,36-45,Female,56.9,Cheque,PENDING
INV001927,2024-05-22,119093,SIP,2528,Rajasthan,Jaipur,T30,56+,Male,58.7,Cheque,PENDING
INV004956,2024-05-23,118633,SIP,432,Maharashtra,Mumbai,T30,46-55,Male,62.4,UPI,PENDING
INV000026,2024-05-23,120842,LUMPSUM,272508,West Bengal,Kolkata,T30,36-45,Male,29.5,Mandate,PENDING
INV000868,2024-05-23,119552,SIP,9196,West Bengal,Kolkata,T30,36-45,Male,18.4,Mandate,PENDING
INV003031,2024-05-23,119093,SIP,882,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,PENDING
INV001133,2024-05-23,101208,SIP,22615,Madhya Pradesh,Bhopal,B30,26-35,Male,21.0,Cheque,PENDING
INV002733,2024-05-24,120505,REDEMPTION,288980,Punjab,Chandigarh,T30,26-35,Male,19.0,Net Banking,PENDING
INV002387,2024-05-24,118635,SIP,8555,Telangana,Hyderabad,T30,26-35,Male,13.1,Cheque,PENDING
INV003458,2024-05-24,101208,SIP,6654,Gujarat,Surat,T30,36-45,Male,21.3,Cheque,PENDING
INV003787,2024-05-24,120844,SIP,2517,Karnataka,Mysore,B30,46-55,Male,29.3,Cheque,PENDING
INV004712,2024-05-24,101207,SIP,26764,Uttar Pradesh,Kanpur,B30,36-45,Male,55.7,UPI,PENDING
INV003572,2024-05-24,120843,SIP,885,Punjab,Amritsar,B30,46-55,Male,65.9,UPI,PENDING
INV004540,2024-05-24,120842,LUMPSUM,293017,Punjab,Chandigarh,T30,36-45,Male,48.9,UPI,PENDING
INV001789,2024-05-25,119093,SIP,44603,Gujarat,Surat,T30,18-25,Male,4.4,Cheque,PENDING
INV003599,2024-05-25,120842,REDEMPTION,260185,Madhya Pradesh,Indore,T30,46-55,Male,43.2,Mandate,PENDING
INV001163,2024-05-25,118635,SIP,2294,Karnataka,Mysore,B30,26-35,Male,10.2,Cheque,PENDING
INV000912,2024-05-25,101208,LUMPSUM,10170,Haryana,Faridabad,B30,36-45,Male,26.7,Net Banking,PENDING
INV001285,2024-05-26,119598,SIP,1164,West Bengal,Kolkata,T30,18-25,Female,4.3,Cheque,PENDING
INV004402,2024-05-26,120844,REDEMPTION,209124,Gujarat,Ahmedabad,T30,18-25,Female,6.4,UPI,PENDING
INV000923,2024-05-26,118632,SIP,437,Uttar Pradesh,Lucknow,T30,26-35,Male,13.0,Cheque,PENDING
INV003174,2024-05-26,119094,LUMPSUM,131430,Tamil Nadu,Chennai,T30,26-35,Female,10.0,Cheque,PENDING
INV004648,2024-05-27,119094,SIP,43668,Maharashtra,Pune,T30,36-45,Male,54.3,Cheque,PENDING
INV003680,2024-05-27,149324,SIP,17748,Karnataka,Mysore,B30,26-35,Male,21.3,Cheque,PENDING
INV003334,2024-05-27,100025,SIP,9204,Maharashtra,Pune,T30,56+,Male,25.2,Cheque,PENDING
INV001943,2024-05-27,118632,SIP,46306,West Bengal,Kolkata,T30,56+,Female,28.3,Mandate,PENDING
INV003276,2024-05-28,120506,SIP,844,Telangana,Hyderabad,T30,46-55,Male,45.0,Net Banking,PENDING
INV002964,2024-05-28,119094,SIP,10601,Rajasthan,Udaipur,B30,46-55,Male,84.1,Mandate,PENDING
INV004433,2024-05-28,119552,SIP,1964,Maharashtra,Mumbai,T30,26-35,Female,19.8,Cheque,PENDING
INV001379,2024-05-28,119552,SIP,8144,Punjab,Amritsar,B30,56+,Female,74.3,Mandate,PENDING
INV004797,2024-05-29,125498,SIP,45008,Gujarat,Ahmedabad,T30,56+,Male,18.9,Cheque,PENDING
INV001344,2024-05-29,119598,LUMPSUM,333059,Rajasthan,Jaipur,T30,26-35,Male,10.0,Cheque,PENDING
INV003075,2024-05-29,100025,SIP,42141,Delhi,Gurugram,T30,46-55,Male,83.5,UPI,PENDING
INV000073,2024-05-29,120504,SIP,26594,Punjab,Amritsar,B30,18-25,Male,5.5,Cheque,PENDING
INV000054,2024-05-30,100016,SIP,500,Telangana,Hyderabad,T30,46-55,Female,37.5,UPI,PENDING
INV000665,2024-05-30,100033,SIP,2827,Rajasthan,Udaipur,B30,26-35,Female,6.6,Mandate,PENDING
INV003099,2024-05-31,148569,REDEMPTION,227717,Gujarat,Surat,T30,36-45,Male,14.4,Mandate,PENDING
INV002003,2024-05-31,119599,LUMPSUM,491566,Delhi,New Delhi,T30,26-35,Female,20.1,Mandate,PENDING
INV004542,2024-05-31,119095,SIP,439,Maharashtra,Pune,T30,36-45,Male,53.7,Net Banking,PENDING
INV002800,2024-05-31,118636,SIP,407,West Bengal,Kolkata,T30,36-45,Male,51.9,Net Banking,PENDING
INV000102,2024-06-01,102887,SIP,57404,Gujarat,Surat,T30,26-35,Male,21.9,Net Banking,PENDING
INV004355,2024-06-02,120505,SIP,933,Haryana,Gurugram,T30,18-25,Male,5.6,Net Banking,PENDING
INV003660,2024-06-02,100033,REDEMPTION,372713,Delhi,Noida,T30,26-35,Male,6.8,Cheque,PENDING
INV001580,2024-06-02,101208,LUMPSUM,13783,Punjab,Chandigarh,T30,26-35,Male,18.7,Cheque,PENDING
INV000514,2024-06-02,119094,SIP,2430,West Bengal,Kolkata,T30,36-45,Male,43.2,UPI,PENDING
INV001695,2024-06-02,148569,REDEMPTION,434660,Punjab,Amritsar,B30,36-45,Male,24.0,Mandate,PENDING
INV002896,2024-06-02,102885,REDEMPTION,12276,Maharashtra,Nashik,B30,26-35,Male,21.5,Mandate,PENDING
INV002321,2024-06-02,119095,SIP,25499,Telangana,Hyderabad,T30,26-35,Male,22.5,Cheque,PENDING
INV003432,2024-06-03,102886,SIP,10785,Uttar Pradesh,Agra,B30,56+,Female,11.2,Cheque,PENDING
INV001514,2024-06-03,119092,SIP,5781,Delhi,Gurugram,T30,46-55,Male,75.8,Cheque,PENDING
INV002418,2024-06-03,119598,SIP,15190,Haryana,Faridabad,B30,36-45,Male,34.0,Net Banking,PENDING
INV000057,2024-06-03,119092,SIP,6162,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Net Banking,PENDING
INV000131,2024-06-03,120503,SIP,8277,Telangana,Hyderabad,T30,36-45,Female,16.8,UPI,PENDING
INV000482,2024-06-04,118634,SIP,27133,Maharashtra,Mumbai,T30,26-35,Male,7.6,Net Banking,PENDING
INV004359,2024-06-04,120843,SIP,59608,Delhi,New Delhi,T30,26-35,Male,9.4,UPI,PENDING
INV003783,2024-06-04,101206,SIP,947,Madhya Pradesh,Indore,T30,18-25,Male,3.5,UPI,PENDING
INV004149,2024-06-04,149322,SIP,54629,Rajasthan,Udaipur,B30,56+,Female,78.2,Mandate,PENDING
INV004376,2024-06-04,119598,REDEMPTION,329046,West Bengal,Kolkata,T30,46-55,Female,92.6,Mandate,PENDING
INV001415,2024-06-04,101207,REDEMPTION,253184,Haryana,Gurugram,T30,56+,Male,33.1,UPI,PENDING
INV004335,2024-06-04,125497,SIP,2933,Gujarat,Ahmedabad,T30,26-35,Female,6.6,Cheque,PENDING
INV001781,2024-06-04,119598,LUMPSUM,171772,Punjab,Amritsar,B30,36-45,Male,58.6,Cheque,PENDING
INV000802,2024-06-04,125497,LUMPSUM,96385,Gujarat,Ahmedabad,T30,36-45,Male,34.4,UPI,PENDING
INV001458,2024-06-04,120844,SIP,8376,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Net Banking,PENDING
INV002631,2024-06-05,125498,SIP,43788,Uttar Pradesh,Kanpur,B30,46-55,Female,93.8,Mandate,PENDING
INV003953,2024-06-05,102886,SIP,50570,Maharashtra,Pune,T30,36-45,Male,17.4,Net Banking,PENDING
INV004239,2024-06-05,120504,SIP,2281,Karnataka,Bangalore,T30,18-25,Female,6.3,UPI,PENDING
INV004953,2024-06-05,149322,SIP,826,Haryana,Faridabad,B30,36-45,Male,36.3,Mandate,PENDING
INV000351,2024-06-05,120506,REDEMPTION,141482,Madhya Pradesh,Indore,T30,56+,Female,62.9,Net Banking,PENDING
INV003391,2024-06-06,102887,SIP,2513,West Bengal,Kolkata,T30,26-35,Male,20.2,Cheque,PENDING
INV001478,2024-06-06,118634,SIP,1983,Maharashtra,Mumbai,T30,36-45,Male,24.2,UPI,PENDING
INV002130,2024-06-06,100016,SIP,1171,Maharashtra,Pune,T30,46-55,Male,22.5,UPI,PENDING
INV002857,2024-06-06,120504,SIP,832,West Bengal,Kolkata,T30,56+,Male,36.7,Cheque,PENDING
INV001651,2024-06-06,101207,SIP,2202,Gujarat,Ahmedabad,T30,18-25,Male,4.1,Mandate,PENDING
INV000006,2024-06-06,100033,SIP,1059,Madhya Pradesh,Bhopal,B30,46-55,Female,43.0,Cheque,PENDING
INV000021,2024-06-06,120844,SIP,20323,Uttar Pradesh,Agra,B30,46-55,Male,76.8,Cheque,PENDING
INV002213,2024-06-07,101208,SIP,27363,Maharashtra,Pune,T30,36-45,Female,33.8,Cheque,PENDING
INV003129,2024-06-07,101207,REDEMPTION,417229,Haryana,Gurugram,T30,36-45,Female,33.4,UPI,PENDING
INV000107,2024-06-08,102885,LUMPSUM,287095,Maharashtra,Mumbai,T30,26-35,Male,14.7,UPI,PENDING
INV000477,2024-06-08,100025,LUMPSUM,103873,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,UPI,PENDING
INV004702,2024-06-08,118632,SIP,56288,Maharashtra,Nashik,B30,26-35,Male,23.3,Cheque,PENDING
INV004655,2024-06-08,149324,LUMPSUM,31835,Telangana,Hyderabad,T30,36-45,Male,19.7,Net Banking,PENDING
INV001592,2024-06-08,118634,LUMPSUM,70844,Telangana,Hyderabad,T30,18-25,Male,4.3,Cheque,PENDING
INV001908,2024-06-09,118633,LUMPSUM,218136,Uttar Pradesh,Kanpur,B30,26-35,Female,22.6,Net Banking,PENDING
INV002373,2024-06-09,148567,SIP,2042,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,PENDING
INV002189,2024-06-09,119551,SIP,3548,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,Cheque,PENDING
INV001002,2024-06-09,119094,SIP,594,Telangana,Hyderabad,T30,36-45,Male,52.5,Mandate,PENDING
INV002302,2024-06-09,120504,LUMPSUM,380597,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,PENDING
INV001170,2024-06-09,102885,REDEMPTION,93163,Karnataka,Mysore,B30,36-45,Male,34.6,Cheque,PENDING
INV004080,2024-06-10,102886,SIP,13282,Punjab,Amritsar,B30,26-35,Female,18.7,UPI,PENDING
INV000646,2024-06-10,119093,SIP,1051,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,UPI,PENDING
INV000086,2024-06-10,120504,SIP,14025,Karnataka,Mysore,B30,18-25,Female,4.1,Cheque,PENDING
INV002010,2024-06-10,119093,LUMPSUM,76076,Uttar Pradesh,Agra,B30,56+,Male,11.6,Mandate,PENDING
INV003344,2024-06-11,101208,LUMPSUM,353812,Haryana,Gurugram,T30,36-45,Female,52.5,Mandate,PENDING
INV000262,2024-06-12,100025,SIP,15796,Telangana,Hyderabad,T30,36-45,Male,47.6,Net Banking,PENDING
INV004846,2024-06-12,125498,REDEMPTION,137797,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,PENDING
INV000810,2024-06-12,102887,REDEMPTION,121259,Rajasthan,Jaipur,T30,26-35,Male,11.2,Net Banking,PENDING
INV000836,2024-06-12,100016,SIP,56629,Haryana,Gurugram,T30,26-35,Male,24.4,Net Banking,PENDING
INV004203,2024-06-12,119095,SIP,2440,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Mandate,PENDING
INV001315,2024-06-12,119095,SIP,12413,Telangana,Hyderabad,T30,46-55,Female,32.9,Mandate,PENDING
INV002011,2024-06-12,119598,REDEMPTION,283118,Tamil Nadu,Chennai,T30,36-45,Male,41.1,Cheque,PENDING
INV003008,2024-06-13,120842,SIP,408,Rajasthan,Jaipur,T30,36-45,Female,37.4,Cheque,PENDING
INV002013,2024-06-13,120507,REDEMPTION,240699,Rajasthan,Jaipur,T30,46-55,Male,30.2,Net Banking,PENDING
INV003432,2024-06-13,120844,SIP,6182,Uttar Pradesh,Agra,B30,56+,Female,11.2,Mandate,PENDING
INV004950,2024-06-14,148568,SIP,8228,Madhya Pradesh,Indore,T30,26-35,Male,9.8,Cheque,PENDING
INV002940,2024-06-14,118633,LUMPSUM,365439,Haryana,Faridabad,B30,26-35,Male,18.3,Cheque,PENDING
INV002488,2024-06-14,118636,LUMPSUM,363773,Delhi,Gurugram,T30,26-35,Male,12.2,Net Banking,PENDING
INV002767,2024-06-14,149322,SIP,23779,Madhya Pradesh,Indore,T30,26-35,Male,10.8,Mandate,PENDING
INV001925,2024-06-15,119552,SIP,48046,Uttar Pradesh,Kanpur,B30,36-45,Male,20.1,Mandate,PENDING
INV002228,2024-06-15,120843,LUMPSUM,431107,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Mandate,PENDING
INV002925,2024-06-15,119093,SIP,21643,West Bengal,Kolkata,T30,36-45,Female,48.6,Net Banking,PENDING
INV002051,2024-06-15,125497,REDEMPTION,315707,Gujarat,Ahmedabad,T30,46-55,Female,56.2,Net Banking,PENDING
INV002704,2024-06-16,101207,REDEMPTION,491542,Delhi,Noida,T30,36-45,Female,47.8,Net Banking,PENDING
INV000217,2024-06-16,118634,REDEMPTION,223116,Tamil Nadu,Chennai,T30,56+,Male,50.1,Net Banking,PENDING
INV004833,2024-06-16,149323,LUMPSUM,98874,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Net Banking,PENDING
INV001355,2024-06-16,101208,SIP,10784,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Mandate,PENDING
INV000578,2024-06-16,125498,SIP,4593,Maharashtra,Nashik,B30,26-35,Male,10.9,Cheque,PENDING
INV003012,2024-06-16,119552,SIP,1095,Madhya Pradesh,Indore,T30,36-45,Male,41.8,UPI,PENDING
INV004363,2024-06-16,125498,SIP,2065,Delhi,Noida,T30,26-35,Male,20.5,Mandate,PENDING
INV002881,2024-06-16,120842,REDEMPTION,341691,Uttar Pradesh,Agra,B30,26-35,Female,11.4,Net Banking,PENDING
INV004968,2024-06-17,119120,SIP,2371,Delhi,Noida,T30,26-35,Male,22.2,UPI,PENDING
INV003460,2024-06-17,149322,LUMPSUM,314747,Delhi,New Delhi,T30,26-35,Male,14.6,Net Banking,PENDING
INV003078,2024-06-17,101208,SIP,953,Haryana,Gurugram,T30,36-45,Male,57.5,UPI,PENDING
INV002570,2024-06-17,119120,SIP,4862,Punjab,Chandigarh,T30,36-45,Male,55.3,Mandate,PENDING
INV004934,2024-06-17,102885,REDEMPTION,98070,West Bengal,Kolkata,T30,26-35,Female,22.0,Net Banking,PENDING
INV003616,2024-06-17,120503,SIP,2646,Rajasthan,Jaipur,T30,36-45,Female,14.0,Mandate,PENDING
INV004995,2024-06-17,120843,REDEMPTION,207357,West Bengal,Kolkata,T30,36-45,Male,53.0,Mandate,PENDING
INV003824,2024-06-17,118634,SIP,2361,Telangana,Hyderabad,T30,26-35,Male,9.4,Net Banking,PENDING
INV000274,2024-06-18,119120,SIP,2310,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,UPI,PENDING
INV003073,2024-06-18,100025,REDEMPTION,75754,Punjab,Amritsar,B30,26-35,Male,11.9,Cheque,PENDING
INV003060,2024-06-18,118634,SIP,1023,Rajasthan,Jaipur,T30,56+,Female,16.6,Mandate,PENDING
INV001143,2024-06-18,120504,SIP,23107,Delhi,Noida,T30,26-35,Male,10.7,Mandate,PENDING
INV000676,2024-06-18,119093,SIP,6361,Rajasthan,Udaipur,B30,56+,Male,71.7,Mandate,PENDING
INV000678,2024-06-18,118636,LUMPSUM,451114,Gujarat,Surat,T30,26-35,Male,19.1,Cheque,PENDING
INV003158,2024-06-18,118632,SIP,2410,Karnataka,Mysore,B30,26-35,Male,21.1,UPI,PENDING
INV004963,2024-06-19,119551,SIP,2575,Delhi,Noida,T30,36-45,Female,59.6,Mandate,PENDING
INV000713,2024-06-19,148567,SIP,44050,Delhi,Noida,T30,36-45,Female,23.7,Mandate,PENDING
INV004297,2024-06-19,119599,SIP,13903,Karnataka,Bangalore,T30,36-45,Female,19.5,Cheque,PENDING
INV001849,2024-06-20,120505,SIP,46968,Gujarat,Ahmedabad,T30,36-45,Female,49.3,Cheque,PENDING
INV001379,2024-06-20,149324,SIP,49427,Punjab,Amritsar,B30,56+,Female,74.3,Cheque,PENDING
INV003598,2024-06-20,120504,SIP,5890,Delhi,Gurugram,T30,26-35,Female,12.7,Cheque,PENDING
INV000346,2024-06-20,100033,SIP,16931,Haryana,Faridabad,B30,26-35,Male,22.0,Net Banking,PENDING
INV002159,2024-06-20,100025,LUMPSUM,206186,Haryana,Gurugram,T30,26-35,Male,7.0,Cheque,PENDING
INV000500,2024-06-21,125497,REDEMPTION,124387,West Bengal,Kolkata,T30,26-35,Female,19.9,Cheque,PENDING
INV004343,2024-06-21,148568,SIP,12234,Madhya Pradesh,Bhopal,B30,18-25,Male,7.9,Cheque,PENDING
INV000593,2024-06-21,120843,LUMPSUM,72638,Telangana,Hyderabad,T30,56+,Male,50.2,UPI,PENDING
INV003334,2024-06-22,120507,SIP,512,Maharashtra,Pune,T30,56+,Male,25.2,Net Banking,PENDING
INV004082,2024-06-22,120507,SIP,16695,Punjab,Amritsar,B30,56+,Male,26.0,Cheque,PENDING
INV004113,2024-06-22,149324,SIP,1025,Gujarat,Ahmedabad,T30,36-45,Male,51.8,Net Banking,PENDING
INV004638,2024-06-22,119095,SIP,428,Delhi,New Delhi,T30,26-35,Male,6.3,Mandate,PENDING
INV001349,2024-06-22,149323,SIP,439,Haryana,Gurugram,T30,18-25,Female,5.3,UPI,PENDING
INV000205,2024-06-22,118635,SIP,8894,Haryana,Faridabad,B30,18-25,Male,4.4,Mandate,PENDING
INV003391,2024-06-22,120842,SIP,3555,West Bengal,Kolkata,T30,26-35,Male,20.2,UPI,PENDING
INV000417,2024-06-22,148569,SIP,3215,Haryana,Gurugram,T30,26-35,Female,13.5,Cheque,PENDING
INV004321,2024-06-23,101206,SIP,3234,West Bengal,Kolkata,T30,26-35,Male,16.0,Cheque,PENDING
INV002490,2024-06-23,101208,SIP,45646,Gujarat,Surat,T30,36-45,Female,28.1,Net Banking,PENDING
INV003824,2024-06-23,119094,LUMPSUM,355883,Telangana,Hyderabad,T30,26-35,Male,9.4,Cheque,PENDING
INV003209,2024-06-23,101208,SIP,10041,Delhi,Gurugram,T30,46-55,Male,76.0,Net Banking,PENDING
INV003794,2024-06-23,149323,REDEMPTION,101532,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Mandate,PENDING
INV004479,2024-06-23,100033,SIP,1103,Rajasthan,Jaipur,T30,36-45,Male,43.7,UPI,PENDING
INV002671,2024-06-24,119551,SIP,48718,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Cheque,PENDING
INV000113,2024-06-24,119551,SIP,2964,Punjab,Chandigarh,T30,26-35,Female,7.3,UPI,PENDING
INV002779,2024-06-24,100033,SIP,22309,Uttar Pradesh,Lucknow,T30,26-35,Male,10.4,Net Banking,PENDING
INV001791,2024-06-24,119551,SIP,504,Delhi,New Delhi,T30,26-35,Male,13.3,UPI,PENDING
INV004454,2024-06-24,120506,REDEMPTION,405190,West Bengal,Kolkata,T30,36-45,Male,37.4,Net Banking,PENDING
INV002643,2024-06-24,119094,SIP,1095,Telangana,Hyderabad,T30,36-45,Male,29.2,Mandate,PENDING
INV002261,2024-06-24,120504,SIP,5940,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,Cheque,PENDING
INV003644,2024-06-24,120843,SIP,27535,Gujarat,Ahmedabad,T30,26-35,Female,8.2,Mandate,PENDING
INV000305,2024-06-24,101208,SIP,4778,Rajasthan,Udaipur,B30,36-45,Male,21.4,Cheque,PENDING
INV000597,2024-06-24,119092,LUMPSUM,432163,Gujarat,Surat,T30,46-55,Male,48.6,Mandate,PENDING
INV004043,2024-06-24,118636,SIP,1687,Punjab,Amritsar,B30,36-45,Female,39.5,Mandate,PENDING
INV004566,2024-06-24,102885,LUMPSUM,353935,Punjab,Chandigarh,T30,26-35,Male,20.1,UPI,PENDING
INV001662,2024-06-24,120505,SIP,906,Delhi,Gurugram,T30,36-45,Male,45.6,Cheque,PENDING
INV001063,2024-06-25,101206,SIP,5958,Haryana,Faridabad,B30,26-35,Male,24.1,Net Banking,PENDING
INV000045,2024-06-25,120841,SIP,24208,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,Cheque,PENDING
INV002234,2024-06-25,149324,REDEMPTION,283250,Rajasthan,Jaipur,T30,26-35,Male,24.5,Cheque,PENDING
INV002688,2024-06-25,120843,SIP,8871,Uttar Pradesh,Lucknow,T30,26-35,Male,23.5,Cheque,PENDING
INV002850,2024-06-25,119599,SIP,3321,Uttar Pradesh,Lucknow,T30,46-55,Male,76.5,Net Banking,PENDING
INV000919,2024-06-25,119120,LUMPSUM,23712,Telangana,Hyderabad,T30,46-55,Male,49.7,Net Banking,PENDING
INV000760,2024-06-25,119120,SIP,2646,West Bengal,Kolkata,T30,36-45,Male,29.2,Mandate,PENDING
INV001929,2024-06-26,101208,SIP,4567,Rajasthan,Jaipur,T30,56+,Male,60.1,Mandate,PENDING
INV000586,2024-06-26,118635,REDEMPTION,124438,West Bengal,Kolkata,T30,36-45,Male,43.8,Net Banking,PENDING
INV002834,2024-06-26,119598,SIP,5372,West Bengal,Kolkata,T30,18-25,Male,6.9,UPI,PENDING
INV003054,2024-06-26,102886,LUMPSUM,412756,Telangana,Hyderabad,T30,56+,Female,77.1,Mandate,PENDING
INV003987,2024-06-26,125498,SIP,17774,Tamil Nadu,Coimbatore,B30,26-35,Female,24.1,Net Banking,PENDING
INV001094,2024-06-27,148569,LUMPSUM,300322,Haryana,Gurugram,T30,26-35,Male,21.6,UPI,PENDING
INV002682,2024-06-27,120507,SIP,595,Karnataka,Mysore,B30,26-35,Male,17.9,Mandate,PENDING
INV000303,2024-06-27,119093,SIP,1009,West Bengal,Kolkata,T30,18-25,Female,5.0,UPI,PENDING
INV003719,2024-06-27,102887,LUMPSUM,139155,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Mandate,PENDING
INV004611,2024-06-27,102886,LUMPSUM,312786,Madhya Pradesh,Bhopal,B30,18-25,Female,6.1,Net Banking,PENDING
INV000941,2024-06-28,120505,LUMPSUM,412890,Rajasthan,Udaipur,B30,26-35,Male,7.2,Mandate,PENDING
INV000020,2024-06-28,120842,SIP,5092,Delhi,Noida,T30,36-45,Female,17.0,Cheque,PENDING
INV003096,2024-06-28,101208,LUMPSUM,419906,Uttar Pradesh,Kanpur,B30,26-35,Male,12.4,Cheque,PENDING
INV001123,2024-06-28,118632,LUMPSUM,263763,Uttar Pradesh,Lucknow,T30,26-35,Male,23.9,Net Banking,PENDING
INV001033,2024-06-29,119120,LUMPSUM,326325,Punjab,Amritsar,B30,36-45,Male,19.9,Net Banking,PENDING
INV000509,2024-06-29,120844,LUMPSUM,88750,Madhya Pradesh,Bhopal,B30,56+,Male,26.5,Cheque,PENDING
INV004205,2024-06-29,149324,SIP,4094,Telangana,Hyderabad,T30,56+,Female,56.9,Cheque,PENDING
INV000207,2024-06-29,101206,SIP,48497,Madhya Pradesh,Indore,T30,26-35,Female,18.0,Cheque,PENDING
INV002437,2024-06-29,149323,SIP,20275,Haryana,Faridabad,B30,26-35,Male,24.8,UPI,PENDING
INV004654,2024-06-29,148569,REDEMPTION,335534,Haryana,Gurugram,T30,46-55,Female,95.0,Mandate,PENDING
INV001470,2024-06-29,118634,SIP,1065,Haryana,Gurugram,T30,36-45,Male,26.2,Cheque,PENDING
INV001413,2024-06-29,101208,LUMPSUM,61325,Karnataka,Bangalore,T30,36-45,Male,41.8,Net Banking,PENDING
INV002477,2024-06-30,148567,SIP,50284,West Bengal,Kolkata,T30,46-55,Female,72.4,UPI,PENDING
INV004401,2024-06-30,148567,SIP,7043,Rajasthan,Udaipur,B30,26-35,Male,22.6,Mandate,PENDING
INV000883,2024-06-30,119598,SIP,2785,Tamil Nadu,Chennai,T30,18-25,Female,3.7,Mandate,PENDING
INV004549,2024-06-30,102886,SIP,473,Tamil Nadu,Chennai,T30,36-45,Male,40.7,Net Banking,PENDING
INV002712,2024-07-01,149324,SIP,7486,Karnataka,Bangalore,T30,46-55,Male,24.8,UPI,PENDING
INV000970,2024-07-01,120842,LUMPSUM,285720,Tamil Nadu,Coimbatore,B30,46-55,Male,28.8,Net Banking,PENDING
INV004741,2024-07-01,120841,SIP,8079,Telangana,Hyderabad,T30,26-35,Female,24.9,Net Banking,PENDING
INV000584,2024-07-01,119095,SIP,2207,Uttar Pradesh,Kanpur,B30,46-55,Female,20.9,UPI,PENDING
